
Time,Displacement,Force
(s),(mm),(N)
"14.8600","0.2219","-0.0015"
"14.8800","0.2222","0.0176"
"14.9000","0.2225","0.0026"
"14.9200","0.2228","-0.0012"
"14.9400","0.2231","0.0058"
"14.9600","0.2234","0.0143"
"14.9800","0.2237","-0.0110"
"15.0000","0.2240","0.0033"
"15.0200","0.2243","0.0033"
"15.0400","0.2245","0.0176"
"15.0600","0.2248","0.0174"
"15.0800","0.2251","-0.0119"
"15.1000","0.2254","-0.0077"
"15.1200","0.2257","0.0052"
"15.1400","0.2260","0.0254"
"15.1600","0.2263","0.0095"
"15.1800","0.2266","-0.0150"
"15.2000","0.2269","-0.0124"
"15.2200","0.2272","0.0239"
"15.2400","0.2275","0.0229"
"15.2600","0.2278","0.0132"
"15.2800","0.2281","-0.0089"
"15.3000","0.2284","-0.0112"
"15.3200","0.2287","0.0262"
"15.3400","0.2290","0.0123"
"15.3600","0.2293","-0.0008"
"15.3800","0.2296","-0.0099"
"15.4000","0.2299","0.0099"
"15.4200","0.2302","0.0292"
"15.4400","0.2305","0.0010"
"15.4600","0.2308","-0.0065"
"15.4800","0.2311","0.0023"
"15.5000","0.2314","0.0120"
"15.5200","0.2317","0.0338"
"15.5400","0.2320","0.0049"
"15.5600","0.2323","0.0024"
"15.5800","0.2326","-0.0053"
"15.6000","0.2329","0.0013"
"15.6200","0.2332","0.0196"
"15.6400","0.2335","0.0134"
"15.6600","0.2338","0.0060"
"15.6800","0.2341","0.0184"
"15.7000","0.2344","-0.0029"
"15.7200","0.2347","0.0067"
"15.7400","0.2350","0.0073"
"15.7600","0.2353","0.0056"
"15.7800","0.2356","0.0056"
"15.8000","0.2359","0.0197"
"15.8200","0.2362","0.0269"
"15.8400","0.2365","-0.0111"
"15.8600","0.2368","-0.0175"
"15.8800","0.2371","0.0126"
"15.9000","0.2374","0.0145"
"15.9200","0.2377","0.0138"
"15.9400","0.2381","0.0043"
