0.81,104.949,97.1923,97.7122
0.811,104.938,97.1874,97.7078
0.812,104.927,97.1825,97.7033
0.813,104.917,97.1777,97.6989
0.814,104.906,97.1728,97.6945
0.815,104.896,97.168,97.6901
0.816,104.885,97.1631,97.6856
0.817,104.875,97.1583,97.6812
0.818,104.864,97.1535,97.6768
0.819,104.854,97.1487,97.6724
0.82,104.844,97.1439,97.668
0.821,104.833,97.1391,97.6636
0.822,104.823,97.1342,97.6593
0.823,104.812,97.1295,97.6549
0.824,104.802,97.1247,97.6505
0.825,104.791,97.1199,97.6461
0.826,104.781,97.1151,97.6418
0.827,104.771,97.1103,97.6374
0.828,104.76,97.1056,97.633
